,param_classifier,param_classifier__max_depth,param_classifier__max_samples,param_classifier__n_estimators,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_roc_auc,rank_test_roc_auc,mean_train_roc_auc,mean_test_average_precision,rank_test_average_precision,mean_train_average_precision,mean_test_label_ranking_average_precision_score,rank_test_label_ranking_average_precision_score,mean_train_label_ranking_average_precision_score
91,"RandomForestClassifier(max_depth=2, n_estimators=32)",16,0.75,4,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.1008,142,0.7973,0.618,96,0.9086,0.7241,116,0.9664,0.6127,118,0.9379,0.7031,118,0.9238
92,"RandomForestClassifier(max_depth=2, n_estimators=32)",16,0.75,8,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.1609,31,0.9332,0.6369,50,0.9705,0.7563,94,0.9904,0.6554,99,0.9824,0.7564,99,0.9717
93,"RandomForestClassifier(max_depth=2, n_estimators=32)",16,0.75,16,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1249,111,0.9877,0.6327,57,0.996,0.7698,72,0.9984,0.6754,79,0.9973,0.7811,76,0.9908
94,"RandomForestClassifier(max_depth=2, n_estimators=32)",16,0.75,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1348,86,0.9976,0.627,76,0.9995,0.7737,60,0.9997,0.6849,67,0.9995,0.7814,74,0.998
95,"RandomForestClassifier(max_depth=2, n_estimators=32)",16,0.75,64,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.161,28,0.9976,0.6489,25,0.9995,0.7862,11,1.0,0.6985,39,1.0,0.7931,15,0.9994
96,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,,2,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.1128,129,0.6763,0.6079,123,0.8545,0.6709,135,0.9471,0.5551,135,0.9019,0.6351,136,0.8894
97,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,,4,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.1418,73,0.8862,0.6242,82,0.9482,0.7195,120,0.9865,0.6033,120,0.9733,0.7047,117,0.9561
98,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,,8,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.1274,102,0.9784,0.62,94,0.9903,0.7449,105,0.9979,0.639,105,0.9959,0.7393,109,0.9885
99,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,,16,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1272,105,0.9971,0.6054,128,0.9993,0.7626,88,0.9999,0.6656,89,0.9998,0.7602,97,0.9984
100,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1394,78,0.9976,0.6267,77,0.9995,0.772,63,1.0,0.6817,72,1.0,0.7834,69,0.9998
101,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,,64,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1585,37,0.9976,0.6399,45,0.9995,0.7851,19,1.0,0.7046,22,1.0,0.7965,4,0.9998
102,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.25,2,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.1199,119,0.3106,0.616,104,0.6951,0.6798,134,0.783,0.5603,134,0.6683,0.6332,139,0.73
103,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.25,4,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.1082,132,0.4105,0.601,132,0.7412,0.7064,128,0.8477,0.5883,129,0.758,0.6957,124,0.8003
104,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.25,8,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.1296,97,0.5518,0.6173,99,0.7995,0.7484,102,0.8976,0.6398,104,0.839,0.7354,112,0.8629
105,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.25,16,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.1323,91,0.6891,0.6307,63,0.8651,0.7585,91,0.9254,0.66,95,0.8899,0.7649,95,0.8933
106,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.25,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1469,54,0.8235,0.6222,86,0.922,0.7741,58,0.9429,0.6923,54,0.9196,0.7881,45,0.9098
107,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.25,64,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.1443,62,0.9084,0.6277,72,0.9609,0.7779,49,0.9529,0.6966,45,0.9367,0.7885,42,0.9176
108,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.5,2,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.1176,123,0.4615,0.612,115,0.7612,0.6872,131,0.8618,0.5672,132,0.7714,0.6549,133,0.8013
109,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.5,4,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.1178,121,0.6421,0.6307,64,0.8413,0.7169,123,0.9277,0.5967,125,0.8764,0.6936,127,0.8781
110,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.5,8,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.1443,63,0.8189,0.642,40,0.9189,0.7571,92,0.9666,0.6544,101,0.9433,0.747,105,0.9333
111,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.5,16,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1609,30,0.9412,0.6543,14,0.9737,0.7774,51,0.9863,0.682,71,0.978,0.7729,87,0.9669
112,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.5,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1394,78,0.9856,0.6452,32,0.9946,0.7784,45,0.9943,0.6939,51,0.9915,0.7823,71,0.9817
113,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.5,64,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1417,75,0.9965,0.623,85,0.9991,0.7823,33,0.9968,0.7056,17,0.9955,0.7932,13,0.9883
114,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.75,2,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.1299,94,0.5898,0.6065,125,0.8171,0.6674,137,0.9139,0.5474,141,0.8491,0.6337,137,0.8539
115,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.75,4,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.1176,123,0.797,0.6164,102,0.9094,0.7056,130,0.9674,0.5876,130,0.9398,0.6844,131,0.929
116,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.75,8,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.1273,103,0.9359,0.6203,93,0.9719,0.7436,106,0.991,0.6381,106,0.9833,0.7394,108,0.9698
117,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.75,16,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1391,82,0.9899,0.6104,117,0.9963,0.7671,79,0.9983,0.6749,81,0.9969,0.772,91,0.9884
118,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.75,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1537,47,0.9976,0.634,55,0.9995,0.7782,46,0.9997,0.6913,56,0.9995,0.7811,77,0.9969
119,"RandomForestClassifier(max_depth=2, n_estimators=32)",32,0.75,64,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1803,3,0.9976,0.6498,22,0.9995,0.7891,1,1.0,0.708,10,0.9999,0.7896,38,0.9996
120,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,,2,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.1131,127,0.6755,0.6014,131,0.8553,0.6664,139,0.9436,0.5496,138,0.8974,0.6196,143,0.8845
121,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,,4,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.1009,140,0.8894,0.609,120,0.9505,0.7084,127,0.9875,0.593,128,0.9747,0.6876,129,0.9582
122,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,,8,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.1079,136,0.9744,0.6064,126,0.9895,0.7349,111,0.9979,0.6294,112,0.9957,0.7303,113,0.9874
123,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,,16,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1081,133,0.9973,0.6147,111,0.9994,0.7649,84,0.9999,0.6688,88,0.9997,0.7768,82,0.9987
124,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1586,34,0.9976,0.6486,26,0.9995,0.7823,32,1.0,0.6942,50,1.0,0.7877,46,0.9998
125,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,,64,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1682,14,0.9976,0.6304,66,0.9995,0.7833,29,1.0,0.6988,38,1.0,0.7917,22,1.0
126,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.25,2,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.0984,143,0.3168,0.5855,142,0.6958,0.6601,142,0.7857,0.5485,140,0.675,0.6336,138,0.7311
127,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.25,4,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.1176,123,0.4121,0.6246,80,0.7454,0.722,118,0.8482,0.6066,119,0.7584,0.6946,125,0.8074
128,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.25,8,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.1106,131,0.5398,0.5932,136,0.7957,0.7307,112,0.8953,0.615,117,0.8364,0.7299,114,0.8613
129,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.25,16,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.1634,25,0.699,0.6273,74,0.866,0.7701,71,0.9267,0.6719,84,0.8919,0.7722,89,0.8966
130,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.25,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1441,64,0.8277,0.6263,78,0.9246,0.7674,77,0.9444,0.6696,86,0.9218,0.7783,80,0.9106
131,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.25,64,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.1515,49,0.9172,0.6246,81,0.963,0.7735,61,0.9536,0.685,66,0.9376,0.7848,62,0.9187
132,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.5,2,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.113,128,0.4661,0.6051,130,0.7595,0.6673,138,0.8626,0.55,137,0.7733,0.6355,135,0.8005
133,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.5,4,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.1202,116,0.6517,0.6209,89,0.8428,0.7152,124,0.928,0.5964,126,0.8757,0.6874,130,0.8807
134,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.5,8,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.1321,92,0.8186,0.6107,116,0.9182,0.736,110,0.9647,0.6283,113,0.9405,0.7361,111,0.9328
135,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.5,16,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1541,44,0.9362,0.6419,41,0.9704,0.7761,54,0.9857,0.674,82,0.9769,0.772,92,0.9646
136,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.5,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1274,100,0.9856,0.6153,107,0.9945,0.7713,68,0.9943,0.6825,70,0.9914,0.7814,75,0.9805
137,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.5,64,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1731,8,0.9952,0.65,21,0.9984,0.7842,25,0.9968,0.7018,32,0.9955,0.7952,7,0.9875
138,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.75,2,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.0961,144,0.5804,0.5913,137,0.8121,0.6694,136,0.9135,0.5531,136,0.8498,0.6311,140,0.8556
139,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.75,4,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.1031,139,0.7999,0.6216,87,0.9108,0.718,122,0.9667,0.5978,123,0.938,0.701,119,0.9241
140,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.75,8,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.1271,106,0.9327,0.6057,127,0.9695,0.7393,108,0.9908,0.6352,108,0.983,0.7279,115,0.9726
141,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.75,16,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1249,112,0.9901,0.6257,79,0.9958,0.7534,98,0.9983,0.657,98,0.9969,0.761,96,0.9913
142,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.75,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1271,107,0.9973,0.6306,65,0.9994,0.7774,52,0.9997,0.6872,60,0.9996,0.7822,72,0.9975
143,"RandomForestClassifier(max_depth=2, n_estimators=32)",64,0.75,64,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.161,28,0.9976,0.6423,39,0.9995,0.7781,48,1.0,0.6932,53,0.9999,0.7864,56,0.9998

,accuracy,f1_micro,roc_auc,average_precision,label_ranking_average_precision_score,model
0,0.1295,0.6525,0.7818,0.667,0.7739,binary_relevance
0,0.1942,0.6765,0.7828,0.6781,0.7876,classifier_chains
0,0.2158,0.685,0.7816,0.6668,0.7806,label_powerset

,param_classifier,param_classifier__max_depth,param_classifier__max_samples,param_classifier__n_estimators,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_roc_auc,rank_test_roc_auc,mean_train_roc_auc,mean_test_average_precision,rank_test_average_precision,mean_train_average_precision,mean_test_label_ranking_average_precision_score,rank_test_label_ranking_average_precision_score,mean_train_label_ranking_average_precision_score,model
64,"RandomForestClassifier(max_depth=2, n_estimators=32)",8,0.5,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1537,1,0.6608,0.6591,1,0.916,0.7802,40,0.9818,0.6968,38,0.9773,0.7892,46,0.9688,binary_relevance
47,"RandomForestClassifier(max_depth=2, n_estimators=32)",4,0.75,64,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1732,4,0.3496,0.6706,1,0.7778,0.7888,1,0.8799,0.7112,3,0.8446,0.8003,5,0.8726,classifier_chains
4,"RandomForestClassifier(max_depth=2, n_estimators=32)",2,,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1807,2,0.2527,0.6761,1,0.7012,0.7861,12,0.8059,0.7063,15,0.7367,0.7895,39,0.7964,label_powerset

,param_classifier,param_classifier__max_depth,param_classifier__max_samples,param_classifier__n_estimators,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_roc_auc,rank_test_roc_auc,mean_train_roc_auc,mean_test_average_precision,rank_test_average_precision,mean_train_average_precision,mean_test_label_ranking_average_precision_score,rank_test_label_ranking_average_precision_score,mean_train_label_ranking_average_precision_score,model
64,"RandomForestClassifier(max_depth=2, n_estimators=32)",8,0.5,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 8, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1537,1,0.6608,0.6591,1,0.916,0.7802,40,0.9818,0.6968,38,0.9773,0.7892,46,0.9688,binary_relevance
47,"RandomForestClassifier(max_depth=2, n_estimators=32)",4,0.75,64,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 4, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1732,4,0.3496,0.6706,1,0.7778,0.7888,1,0.8799,0.7112,3,0.8446,0.8003,5,0.8726,classifier_chains
4,"RandomForestClassifier(max_depth=2, n_estimators=32)",2,,32,"{'classifier': RandomForestClassifier(max_depth=2, n_estimators=32), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1807,2,0.2527,0.6761,1,0.7012,0.7861,12,0.8059,0.7063,15,0.7367,0.7895,39,0.7964,label_powerset

