,param_classifier,param_classifier__max_depth,param_classifier__max_samples,param_classifier__n_estimators,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_hamming_loss,rank_test_hamming_loss,mean_train_hamming_loss,mean_test_precision,rank_test_precision,mean_train_precision
76,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1226,56,0.9955,0.6361,59,0.9991,-0.3032,55,-0.0008,0.6627,39,0.9993
77,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1301,28,0.9965,0.6483,19,0.9993,-0.2977,29,-0.0006,0.6602,52,0.999
78,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.0482,142,0.1095,0.4443,141,0.5874,-0.3742,140,-0.2832,0.6151,139,0.7885
79,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.0697,123,0.1894,0.5264,124,0.683,-0.3501,124,-0.2361,0.6339,114,0.8085
80,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.0985,94,0.27,0.5678,115,0.7596,-0.3382,112,-0.1908,0.6347,113,0.8306
81,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.101,89,0.3734,0.6122,91,0.8087,-0.3188,88,-0.1581,0.6441,97,0.8445
82,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1229,53,0.4386,0.6341,62,0.8449,-0.3032,54,-0.1303,0.6614,46,0.8663
83,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.1347,20,0.4909,0.6456,29,0.8593,-0.2973,26,-0.1199,0.6645,36,0.8687
84,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.0578,135,0.2113,0.4567,137,0.6878,-0.3664,136,-0.2206,0.6317,121,0.8803
85,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.0624,131,0.3496,0.5099,129,0.7939,-0.3582,131,-0.1577,0.6201,137,0.9071
86,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.0843,110,0.5093,0.5754,108,0.8741,-0.3323,107,-0.1026,0.6419,103,0.9263
87,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1034,88,0.6808,0.6058,96,0.9252,-0.3214,90,-0.0629,0.6451,95,0.949
88,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1297,36,0.7754,0.6473,25,0.9515,-0.2972,24,-0.0413,0.6645,35,0.9633
89,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1322,26,0.8459,0.6483,20,0.9679,-0.3024,52,-0.0276,0.6512,76,0.9716
90,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.0505,140,0.2994,0.4585,136,0.7574,-0.3671,137,-0.1755,0.6268,126,0.935
91,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.0795,114,0.5206,0.5423,117,0.8725,-0.3414,116,-0.1015,0.6477,89,0.9506
92,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.0794,115,0.7436,0.575,109,0.9432,-0.3317,105,-0.0474,0.6404,105,0.9738
93,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.0891,103,0.8867,0.6162,88,0.9767,-0.3136,82,-0.0199,0.6551,65,0.9858
94,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1321,27,0.9471,0.6366,58,0.9896,-0.3057,64,-0.0089,0.6531,74,0.9926
95,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",16,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 16, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1251,49,0.9781,0.6415,42,0.9957,-0.3013,50,-0.0037,0.6593,54,0.9971
96,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.0576,136,0.406,0.4658,134,0.819,-0.3623,133,-0.1359,0.6357,111,0.9595
97,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.0772,117,0.6739,0.5307,122,0.9233,-0.3525,126,-0.0626,0.6277,125,0.9768
98,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.0938,97,0.8745,0.5821,105,0.9743,-0.3273,101,-0.0218,0.6481,88,0.9891
99,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1179,67,0.9666,0.6185,85,0.9935,-0.3117,79,-0.0056,0.6564,61,0.9971
100,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1154,73,0.9931,0.6407,46,0.9987,-0.3029,53,-0.0012,0.6554,63,0.9992
101,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1466,5,0.9973,0.6448,31,0.9995,-0.2989,38,-0.0004,0.6619,41,0.9992
102,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.0434,144,0.1036,0.4113,144,0.5786,-0.3853,144,-0.2891,0.5985,143,0.7775
103,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.0695,124,0.1894,0.522,126,0.6837,-0.3474,121,-0.237,0.6385,108,0.804
104,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.0793,116,0.2695,0.573,111,0.7631,-0.3314,103,-0.1892,0.644,98,0.8277
105,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.1155,71,0.3574,0.6128,90,0.8094,-0.3149,83,-0.1565,0.6508,80,0.851
106,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1156,70,0.438,0.6329,64,0.8402,-0.3008,47,-0.1344,0.669,22,0.861
107,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.13,33,0.4717,0.6478,23,0.8569,-0.2956,20,-0.1218,0.6666,30,0.8671
108,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.0555,137,0.1931,0.4256,143,0.6742,-0.3773,143,-0.2277,0.6266,129,0.878
109,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.0697,122,0.3398,0.5248,125,0.7951,-0.3505,125,-0.1581,0.6284,124,0.8994
110,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.0938,98,0.5136,0.5885,100,0.8738,-0.3269,100,-0.1031,0.65,82,0.9239
111,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.1228,55,0.6712,0.6261,79,0.9244,-0.3064,67,-0.0634,0.6621,40,0.9503
112,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1181,64,0.7804,0.6409,45,0.9519,-0.3036,56,-0.0409,0.6588,56,0.9646
113,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1178,68,0.8499,0.6472,26,0.9678,-0.2984,35,-0.0276,0.6586,57,0.9754
114,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.0627,129,0.2997,0.4712,132,0.7582,-0.3552,128,-0.1751,0.6593,53,0.9346
115,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.0743,120,0.5099,0.5274,123,0.8684,-0.3533,127,-0.1043,0.6255,131,0.9499
116,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.1059,84,0.7345,0.5873,102,0.9398,-0.3232,94,-0.0503,0.6548,68,0.9701
117,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1154,72,0.8873,0.6213,82,0.977,-0.3067,69,-0.0196,0.6651,33,0.9868
118,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1248,51,0.9554,0.6396,49,0.9912,-0.3058,65,-0.0075,0.6512,77,0.9946
119,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",32,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 32, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1394,13,0.9776,0.6563,6,0.9956,-0.2924,10,-0.0037,0.6656,32,0.9976
120,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.0507,139,0.4108,0.4471,140,0.8237,-0.3689,139,-0.1328,0.6305,122,0.9614
121,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.0627,128,0.6752,0.5309,121,0.923,-0.345,119,-0.0627,0.6444,96,0.9791
122,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.0941,96,0.8702,0.5988,99,0.9731,-0.3184,87,-0.0228,0.6558,62,0.9891
123,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1131,78,0.969,0.6204,83,0.994,-0.3065,68,-0.0052,0.6667,29,0.9973
124,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1251,48,0.9923,0.6383,52,0.9985,-0.3044,61,-0.0013,0.6548,67,0.999
125,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.13,32,0.9973,0.6561,7,0.9995,-0.2916,7,-0.0004,0.6667,28,0.9992
126,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.0602,133,0.1079,0.4707,133,0.5888,-0.3561,130,-0.2834,0.6547,69,0.7839
127,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.058,134,0.1854,0.5197,128,0.6768,-0.3496,123,-0.2387,0.6428,100,0.8112
128,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.25,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 8}",0.0768,119,0.2716,0.5734,110,0.7595,-0.332,106,-0.1911,0.6428,101,0.8292
129,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.25,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 16}",0.0818,113,0.3774,0.6082,94,0.8178,-0.3229,93,-0.1509,0.6366,109,0.8523
130,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.25,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 32}",0.1037,87,0.4322,0.6192,84,0.8395,-0.3136,81,-0.1354,0.651,79,0.8573
131,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.25,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 64}",0.1373,14,0.4842,0.6438,35,0.8607,-0.2977,31,-0.1191,0.664,37,0.8668
132,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.5,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 2}",0.0603,132,0.1982,0.4521,138,0.6858,-0.3652,134,-0.222,0.6413,104,0.8771
133,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.5,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 4}",0.0626,130,0.3419,0.5361,120,0.7927,-0.3445,118,-0.1587,0.6399,106,0.9055
134,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.5,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 8}",0.0866,108,0.5342,0.5873,101,0.8791,-0.3245,97,-0.0987,0.6493,85,0.9299
135,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.5,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 16}",0.101,93,0.6902,0.6113,92,0.9287,-0.3198,89,-0.0599,0.6426,102,0.9523
136,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.5,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 32}",0.1326,23,0.7812,0.6267,77,0.9511,-0.308,73,-0.0415,0.6611,48,0.9648
137,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.5,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.5, 'classifier__n_estimators': 64}",0.1398,11,0.8432,0.6417,40,0.9667,-0.2992,39,-0.0285,0.665,34,0.9726
138,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.75,2,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 2}",0.0627,127,0.3047,0.433,142,0.7667,-0.3756,142,-0.1708,0.6211,133,0.9306
139,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.75,4,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 4}",0.0819,112,0.5251,0.5527,116,0.8757,-0.3353,109,-0.0993,0.6511,78,0.9498
140,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.75,8,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 8}",0.0891,103,0.7342,0.5708,114,0.9406,-0.3333,108,-0.0496,0.646,92,0.9719
141,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.75,16,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 16}",0.1107,80,0.8798,0.6256,80,0.9752,-0.304,59,-0.0211,0.667,27,0.9871
142,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.75,32,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 32}",0.1468,4,0.9506,0.6482,22,0.9902,-0.2928,12,-0.0084,0.6706,17,0.9947
143,"RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32)",64,0.75,64,"{'classifier': RandomForestClassifier(max_depth=4, max_samples=0.5, n_estimators=32), 'classifier__max_depth': 64, 'classifier__max_samples': 0.75, 'classifier__n_estimators': 64}",0.1254,44,0.9768,0.6402,47,0.9954,-0.3053,63,-0.004,0.6501,81,0.9971

,param_classifier,param_classifier__max_depth,param_classifier__max_samples,param_classifier__n_estimators,params,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_f1_micro,rank_test_f1_micro,mean_train_f1_micro,mean_test_hamming_loss,rank_test_hamming_loss,mean_train_hamming_loss,mean_test_precision,rank_test_precision,mean_train_precision
0,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,2,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 2}",0.142,60,0.164,0.6396,66,0.6714,-0.3101,63,-0.2864,0.6398,73,0.6648
1,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,4,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 4}",0.1251,89,0.1798,0.6399,65,0.6768,-0.2993,26,-0.2735,0.6636,8,0.6893
2,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,8,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 8}",0.1226,94,0.1851,0.6458,52,0.6887,-0.3042,46,-0.268,0.6475,37,0.6889
3,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,16,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 16}",0.1352,71,0.1974,0.6439,57,0.6922,-0.3027,40,-0.262,0.6544,25,0.7006
4,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,32,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 32}",0.1467,50,0.2083,0.6466,46,0.6959,-0.2976,20,-0.2575,0.6647,7,0.7079
5,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,,64,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': None, 'classifier__n_estimators': 64}",0.1325,75,0.2019,0.6366,70,0.6902,-0.304,45,-0.2613,0.6587,19,0.7053
6,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,0.25,2,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 2}",0.1082,107,0.137,0.6167,95,0.6492,-0.3268,100,-0.2956,0.6242,113,0.6643
7,"RandomForestClassifier(max_depth=4, n_estimators=64)",2,0.25,4,"{'classifier': RandomForestClassifier(max_depth=4, n_estimators=64), 'classifier__max_depth': 2, 'classifier__max_samples': 0.25, 'classifier__n_estimators': 4}",0.1228,93,0.1683,0.6357,72,0.6786,-0.3124,72,-0.2811,0.6379,80,0.6693
